symbol,display_symbol,name_en,name_local,sector,description,open,high,low,close,prev_close,price,change_pct,gap_pct,candle_body_pct,candle_range_pct,upper_shadow_pct,lower_shadow_pct,candle_type,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,price_to_book,return_on_equity,revenue_growth,market_cap,target_price,upside_pct,macd,macd_signal,macd_hist,macd_state,bollinger_width_pct,bollinger_percent_b,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,near_count,chart_score,technical_score,fundamental_score,theme_score,flow_score,composite_score
SI=F,SI,Silver Futures,은 선물,귀금속,Precious metals proxy.,74.32,77.53,73.43,75.84,73.53,75.84,3.14,1.07,2.05,5.52,2.27,1.2,Bullish,49.6,115.08,31.99,-34.1,17.11,,,,,,,,-0.7062,-0.4795,-0.2268,Improving,14.62,0.475,Neutral,3,78.21,-3.03,False,74.44,1.88,True,57.46,31.99,False,1,54.67,78.0,50,66.45,69.0,62.77
ZC=F,ZC,Corn Futures,옥수수 선물,농산물,Agriculture grain proxy.,473.75,483.5,472.75,479.5,464.75,479.5,3.17,1.94,1.21,2.27,0.84,0.21,Bullish,74.5,479.5,371.5,0.0,1.24,,,,,,,,5.1637,2.7398,2.424,Bullish,8.62,1.16,Strong Uptrend,5,446.72,7.34,False,440.38,8.88,False,427.74,12.1,False,0,65.0,62.4,50,60.42,68.25,60.99
CL=F,CL,Crude Oil Futures,WTI 원유,에너지,WTI crude oil energy benchmark.,105.14,106.65,99.3,102.5,105.07,102.5,-2.45,0.07,-2.51,6.99,1.44,3.04,Bearish,56.6,112.95,55.27,-9.3,0.82,,,,,,,,2.645,1.9746,0.6704,Positive,30.45,0.668,Strong Uptrend,5,86.65,18.29,False,72.98,40.45,False,68.51,49.61,False,0,68.0,70.6,50,49.37,47.0,60.16
GC=F,GC,Gold Futures,금 선물,귀금속,Precious metals proxy.,4636.9,4673.0,4570.0,4625.6,4614.7,4625.6,0.24,0.48,-0.24,2.22,0.78,1.2,Long Lower Doji,44.2,5318.4,3181.4,-13.0,136.61,,,,,,,,-43.7153,-32.7279,-10.9873,Improving,7.13,0.227,Neutral,3,4856.39,-4.75,False,4641.19,-0.34,True,4101.47,12.78,False,1,62.67,77.2,50,66.45,66.75,64.74
BZ=F,BZ,Brent Crude Oil Futures,브렌트 원유,에너지,Brent crude oil international benchmark.,111.01,112.43,106.27,108.83,114.01,108.83,-4.54,-2.63,-1.96,5.55,1.28,2.31,Bearish,55.3,118.35,58.92,-8.0,0.87,,,,,,,,3.7654,2.7035,1.0619,Positive,30.25,0.703,Strong Uptrend,5,92.79,17.29,False,78.13,39.29,False,72.65,49.8,False,0,68.0,70.6,50,49.37,47.0,60.16
NG=F,NG,Natural Gas Futures,천연가스,에너지,Natural gas energy benchmark.,2.76,2.82,2.75,2.79,2.77,2.79,0.72,-0.36,1.09,2.54,1.09,0.36,Bullish,52.1,7.46,2.52,-62.6,0.97,,,,,,,,-0.0694,-0.1009,0.0315,Bullish,13.46,0.826,Strong Downtrend,1,2.92,-4.45,False,3.63,-23.14,False,3.45,-19.13,False,0,11.0,76.4,50,49.37,48.5,44.66
HG=F,HG,Copper Futures,구리 선물,산업금속,Industrial metals proxy.,6.03,6.04,5.96,5.96,5.93,5.96,0.51,1.69,-1.16,1.33,0.17,0.0,Strong Bearish,54.9,6.18,4.33,-3.6,12.04,,,,,,,,0.0643,0.08,-0.0156,Bearish,11.13,0.541,Strong Uptrend,5,5.8,2.76,False,5.65,5.49,False,5.26,13.31,False,0,72.0,59.0,50,83.57,61.0,64.99
PL=F,PL,Platinum Futures,백금 선물,귀금속,Platinum precious metals proxy.,1998.9,2028.7,1962.3,2000.7,1979.0,2000.7,1.1,1.01,0.09,3.32,1.4,1.83,Long Lower Doji,48.5,2852.4,957.5,-29.9,239.67,,,,,,,,-19.381,-12.1568,-7.2242,Improving,13.01,0.397,Neutral,3,2061.54,-2.95,False,2030.5,-1.47,True,1711.61,16.89,False,1,62.67,77.2,50,66.45,66.75,64.74
KC=F,KC,Coffee Futures,커피 선물,농산물,Soft commodities proxy.,275.85,290.7,281.3,289.95,300.9,289.95,-3.64,-8.33,5.11,3.41,0.27,-1.98,Strong Bullish,42.8,432.35,280.05,-32.9,1.57,,,,,,,,0.105,0.3274,-0.2224,Bearish,10.39,0.206,Strong Downtrend,0,297.32,-2.48,False,336.07,-13.72,False,344.55,-15.85,False,0,7.0,77.0,50,60.42,57.5,46.16
ZW=F,ZW,Wheat Futures,밀 선물,농산물,Agriculture grain proxy.,637.75,644.75,632.75,636.5,623.75,636.5,2.04,2.24,-0.2,1.88,1.1,0.59,Long Upper Doji,61.7,649.0,495.0,-1.9,1.47,,,,,,,,12.0492,8.2964,3.7528,Positive,14.36,0.881,Strong Uptrend,5,586.71,8.49,False,555.5,14.58,False,540.01,17.87,False,0,65.0,66.2,50,60.42,57.5,60.86
SB=F,SB,Sugar Futures,설탕 선물,농산물,Soft commodities proxy.,14.64,15.01,14.42,14.97,14.58,14.97,2.67,0.41,2.25,4.03,0.27,1.5,Bullish,61.8,18.22,13.31,-17.8,1.54,,,,,,,,-0.0311,-0.1893,0.1581,Bullish,14.79,0.977,Strong Downtrend,1,14.37,4.18,False,14.58,2.67,False,15.33,-2.35,False,0,27.0,77.4,50,60.42,81.5,54.66
