symbol,display_symbol,name_en,name_local,sector,description,open,high,low,close,prev_close,price,change_pct,gap_pct,candle_body_pct,candle_range_pct,upper_shadow_pct,lower_shadow_pct,candle_type,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,price_to_book,return_on_equity,revenue_growth,market_cap,target_price,upside_pct,macd,macd_signal,macd_hist,macd_state,bollinger_width_pct,bollinger_percent_b,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,near_count,chart_score,technical_score,fundamental_score,theme_score,flow_score,composite_score
005380.KS,005380,Hyundai Motor,현대차,자동차,"국내 1위 완성차, 전기차 전환 중",556000.0,560000.0,531000.0,531000.0,556000.0,531000.0,-4.5,0.0,-4.5,5.22,0.72,0.0,Strong Bearish,53.2,674000.0,173027.0,-21.2,1.24,,,8.4,,139033896288256.0,641336.0,20.8,11550.4439,8338.9437,3211.5002,Positive,22.35,0.65,Strong Uptrend,5,513467.0,3.41,False,421583.0,25.95,False,315913.0,68.08,False,0,75.0,73.6,58.0,46.88,61.0,65.63
012450.KS,012450,"Hanwha Aerospace Co., Ltd.",한화에어로스페이스,산업재,한화에어로스페이스 (KOSPI200),1416000.0,1458000.0,1379000.0,1417000.0,1420000.0,1417000.0,-0.21,-0.28,0.07,5.58,2.9,2.61,Long Lower Doji,49.3,1537000.0,772732.0,-7.8,1.15,,,15.6,74.5,72902934265856.0,1644524.0,16.1,8614.8782,19289.4082,-10674.53,Improving,12.89,0.275,Strong Uptrend,5,1358567.0,4.3,False,1183670.0,19.71,False,1048228.0,35.18,False,0,75.0,75.2,84.0,74.2,64.0,75.63
373220.KS,373220,LG Energy Solution,LG에너지솔루션,배터리,전기차 배터리 세계 2위,471000.0,471500.0,457000.0,460500.0,473000.0,460500.0,-2.64,-0.42,-2.23,3.08,0.11,0.74,Strong Bearish,58.9,514000.0,268000.0,-10.4,1.24,,,0.3,,107756996526080.0,490500.0,6.5,20277.6893,17541.4905,2736.1988,Positive,29.48,0.695,Neutral,3,404867.0,13.74,False,410517.0,12.18,False,380015.0,21.18,False,0,44.0,73.6,58.0,50.4,57.4,56.5
005930.KS,005930,Samsung Electronics,삼성전자,반도체·전자,메모리·시스템반도체·스마트폰·가전,229000.0,230000.0,220500.0,220500.0,226000.0,220500.0,-2.43,1.33,-3.71,4.15,0.44,0.0,Strong Bearish,58.6,226000.0,53075.0,-2.4,0.99,,,10.8,23.8,1447927159455744.0,274603.0,24.5,8898.9895,8547.6029,351.3866,Positive,21.16,0.694,Strong Uptrend,5,193496.0,13.96,False,156248.0,41.12,False,113447.0,94.36,False,0,65.0,67.6,84.0,62.99,53.2,67.97
402340.KS,402340,"SK Square Co., Ltd.",SK스퀘어,기술,SK스퀘어 (KOSPI200),845000.0,877000.0,840000.0,841000.0,830000.0,841000.0,1.33,1.81,-0.47,4.38,3.79,0.12,Long Upper Doji,78.4,841000.0,81700.0,0.0,1.24,,,37.1,108.1,110850656436224.0,743333.0,-11.6,69275.3559,50669.6111,18605.7448,Positive,67.45,0.893,Strong Uptrend,5,596167.0,41.07,False,474675.0,77.17,False,321804.0,161.34,False,0,65.0,56.2,91.0,58.54,48.0,65.33
329180.KS,329180,"HD Hyundai Heavy Industries Co., Ltd.",HD현대중공업,산업재,HD현대중공업 (KOSPI200),688000.0,696000.0,679000.0,685000.0,690000.0,685000.0,-0.72,-0.29,-0.44,2.47,1.16,0.87,Bearish Rejection,75.0,690000.0,348256.0,-0.7,0.87,,,18.8,29.6,71898440400896.0,789227.0,15.2,44451.3502,23458.7479,20992.6023,Positive,65.59,0.867,Neutral,3,551394.0,24.23,False,554751.0,23.48,False,508453.0,34.72,False,0,41.0,47.6,84.0,74.2,56.8,57.81
000660.KS,000660,SK Hynix,SK하이닉스,반도체,D램·낸드플래시 메모리 세계 2위,1312000.0,1325000.0,1286000.0,1286000.0,1293000.0,1286000.0,-0.54,1.47,-1.98,2.97,0.99,0.0,Strong Bearish,70.4,1300000.0,172794.0,-1.1,0.83,,,61.2,198.1,911379376635904.0,1672070.0,30.0,91026.9308,76794.6732,14232.2575,Positive,48.8,0.79,Strong Uptrend,5,993651.0,29.42,False,814518.0,57.88,False,557491.0,130.68,False,0,65.0,52.6,91.0,76.22,59.6,68.24
207940.KS,207940,Samsung Biologics,삼성바이오로직스,바이오·CMO,글로벌 바이오 CDMO,1474000.0,1484000.0,1470000.0,1470000.0,1473000.0,1470000.0,-0.2,0.07,-0.27,0.95,0.68,0.0,Bearish Rejection,35.7,1965000.0,1470000.0,-25.2,1.02,,,,,68047700230144.0,2200579.0,49.7,-29270.3929,-20305.3676,-8965.0253,Bearish,11.32,0.017,Strong Downtrend,1,1615633.0,-9.01,False,1697694.0,-13.41,False,1654183.0,-11.13,False,0,20.0,50.0,50.0,30.6,67.4,39.83
034020.KS,034020,Doosan Enerbility,두산에너빌리티,에너지기계,원자력·가스터빈 발전설비,129800.0,129900.0,126000.0,127100.0,129200.0,127100.0,-1.63,0.46,-2.08,3.0,0.08,0.85,Strong Bearish,70.2,129200.0,24450.0,-1.6,0.92,,,1.7,5.9,81233778311168.0,123105.0,-3.1,7698.9303,5593.5917,2105.3386,Positive,45.23,0.825,Strong Uptrend,5,102650.0,23.82,False,92012.0,38.13,False,76694.0,65.72,False,0,65.0,46.6,66.5,68.59,45.2,59.26
009150.KS,009150,Samsung Electro-Mechanics,삼성전기,전자부품,MLCC·카메라모듈·반도체 패키지기판,829000.0,877000.0,818000.0,832000.0,827000.0,832000.0,0.6,0.24,0.36,7.12,5.43,1.33,Long Upper Doji,79.8,839000.0,116137.0,-0.8,1.36,,,7.8,16.4,62855311261696.0,659556.0,-20.7,100662.1188,87362.3026,13299.8162,Positive,83.96,0.814,Strong Uptrend,5,482508.0,72.43,False,368817.0,125.59,False,263569.0,215.67,False,0,65.0,56.2,66.5,84.2,51.4,64.62
