symbol,display_symbol,name_en,name_local,sector,description,open,high,low,close,prev_close,price,change_pct,gap_pct,candle_body_pct,candle_range_pct,upper_shadow_pct,lower_shadow_pct,candle_type,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,price_to_book,return_on_equity,revenue_growth,market_cap,target_price,upside_pct,macd,macd_signal,macd_hist,macd_state,bollinger_width_pct,bollinger_percent_b,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,near_count,chart_score,technical_score,fundamental_score,theme_score,flow_score,composite_score
HG=F,HG,Copper Futures,구리 선물,산업금속,Industrial metals proxy.,6.03,6.04,6.01,6.02,5.88,6.02,2.38,2.55,-0.17,0.5,0.17,0.17,Bearish,57.1,6.18,4.33,-2.6,0.33,,,,,,,,0.0758,0.0853,-0.0095,Improving,12.58,0.625,Strong Uptrend,5,5.8,3.79,False,5.64,6.74,False,5.26,14.45,False,0,72.0,65.6,50,96.66,57.75,68.27
PL=F,PL,Platinum Futures,백금 선물,귀금속,Platinum precious metals proxy.,1998.9,2006.9,1992.3,2003.0,1885.3,2003.0,6.24,6.03,0.21,0.73,0.2,0.33,Bullish Reversal,48.6,2852.4,957.5,-29.8,4.61,,,,,,,,-19.351,-9.9678,-9.3832,Improving,13.14,0.409,Neutral,3,2064.64,-2.99,False,2026.76,-1.17,True,1707.56,17.3,False,1,62.67,81.2,50,86.05,81.5,70.16
NG=F,NG,Natural Gas Futures,천연가스,에너지,Natural gas energy benchmark.,2.76,2.76,2.75,2.76,2.65,2.76,4.15,4.15,0.0,0.36,0.0,0.36,Long Lower Doji,50.5,7.46,2.52,-63.0,0.01,,,,,,,,-0.0867,-0.1088,0.0221,Bullish,13.52,0.743,Strong Downtrend,1,2.93,-5.8,False,3.64,-24.18,False,3.46,-20.23,False,0,4.0,78.6,50,57.12,51.0,44.52
CL=F,CL,Crude Oil Futures,WTI 원유,에너지,WTI crude oil energy benchmark.,105.14,105.97,105.06,105.45,106.88,105.45,-1.34,-1.63,0.29,0.87,0.49,0.08,Bullish,60.0,112.95,55.27,-6.6,0.01,,,,,,,,2.526,1.813,0.713,Bullish,32.72,0.733,Strong Uptrend,5,86.04,22.56,False,72.62,45.21,False,68.34,54.3,False,0,68.0,79.4,50,57.12,51.5,63.97
SI=F,SI,Silver Futures,은 선물,귀금속,Precious metals proxy.,74.32,75.79,74.32,74.86,71.57,74.86,4.6,3.84,0.73,1.98,1.25,0.0,Bullish,47.6,115.08,31.99,-34.9,0.43,,,,,,,,-0.7145,-0.4017,-0.3127,Improving,14.94,0.397,Neutral,3,78.37,-4.48,False,74.22,0.86,True,57.28,30.69,False,1,54.67,73.0,50,86.05,63.25,63.88
ZC=F,ZC,Corn Futures,옥수수 선물,농산물,Agriculture grain proxy.,473.75,474.0,472.75,473.75,466.5,473.75,1.55,1.55,0.0,0.26,0.05,0.21,Long Lower Doji,72.5,473.75,371.5,0.0,0.01,,,,,,,,4.4481,2.2774,2.1708,Bullish,7.62,1.107,Strong Uptrend,5,446.03,6.21,False,440.03,7.66,False,427.62,10.79,False,0,65.0,52.6,50,42.52,55.25,54.55
BZ=F,BZ,Brent Crude Oil Futures,브렌트 원유,에너지,Brent crude oil international benchmark.,111.01,111.78,110.95,111.23,118.03,111.23,-5.76,-5.95,0.2,0.75,0.5,0.05,Bullish,57.9,118.35,58.92,-6.0,0.01,,,,,,,,3.6685,2.3937,1.2747,Positive,29.57,0.792,Strong Uptrend,5,92.09,20.78,False,77.73,43.1,False,72.46,53.51,False,0,68.0,75.0,50,57.12,47.0,62.42
GC=F,GC,Gold Futures,금 선물,귀금속,Precious metals proxy.,4636.9,4652.0,4636.7,4637.7,4545.2,4637.7,2.04,2.02,0.02,0.33,0.31,0.0,Long Upper Doji,44.9,5318.4,3181.4,-12.8,3.28,,,,,,,,-41.1712,-29.6141,-11.557,Improving,6.9,0.248,Neutral,3,4861.69,-4.61,False,4636.0,0.04,True,4095.74,13.23,False,1,62.67,75.2,50,86.05,70.75,67.58
ZW=F,ZW,Wheat Futures,밀 선물,농산물,Agriculture grain proxy.,637.75,639.0,637.5,638.0,642.25,638.0,-0.66,-0.7,0.04,0.24,0.16,0.04,Bullish,64.6,649.0,495.0,-1.7,0.01,,,,,,,,12.3856,7.5856,4.8,Positive,14.14,0.919,Strong Uptrend,5,585.12,9.04,False,554.77,15.0,False,539.61,18.23,False,0,65.0,64.0,50,42.52,51.5,57.03
KC=F,KC,Coffee Futures,커피 선물,농산물,Soft commodities proxy.,279.65,291.4,284.05,285.7,305.25,285.7,-6.4,-8.39,2.16,2.63,2.04,-1.57,Strong Bullish,41.1,432.35,280.05,-33.9,,,,,,,,,-0.0159,0.1405,-0.1564,Bearish,10.86,0.102,Strong Downtrend,0,297.38,-3.93,False,336.83,-15.18,False,344.84,-17.15,False,0,7.0,71.25,50,42.52,47.33,41.02
SB=F,SB,Sugar Futures,설탕 선물,농산물,Soft commodities proxy.,14.76,14.85,14.49,14.61,14.68,14.61,-0.48,0.54,-1.02,2.44,0.61,0.81,Bearish,57.2,18.22,13.31,-19.8,,,,,,,,,-0.1079,-0.2283,0.1204,Bullish,14.93,0.799,Strong Downtrend,1,14.36,1.74,True,14.57,0.27,True,15.34,-4.76,False,2,45.33,80.0,50,42.52,62.33,56.21
